	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated
chr16_89836244_89836432_FANCA-NM_000135.4	16	14	41	68	30	43	22	54	8	64	155	143	22	133	92	80	83	59
chr16_89836573_89836667_FANCA-NM_000135.4	8	22	38	57	27	34	20	47	4	44	127	130	14	114	86	85	69	57
chr16_89836971_89837042_FANCA-NM_000135.4	10	25	32	56	19	31	23	48	5	40	107	109	13	120	74	92	50	49
chr16_89838085_89838222_FANCA-NM_000135.4	13	30	42	67	22	44	32	53	7	55	126	129	16	162	102	120	88	61
chr16_89839678_89839792_FANCA-NM_000135.4	7	23	30	51	21	39	25	44	5	42	105	114	17	119	87	90	95	57
chr16_89842149_89842223_FANCA-NM_000135.4	9	24	27	41	20	29	25	31	6	28	94	100	18	103	75	79	70	51
chr16_89845208_89845258_FANCA-NM_000135.4	8	18	24	41	21	27	23	31	11	36	80	84	18	91	64	64	73	48
chr16_89845350_89845411_FANCA-NM_000135.4	7	14	22	55	23	29	22	37	11	36	81	93	12	101	73	64	64	59
chr16_89846276_89846365_FANCA-NM_000135.4	9	10	27	54	24	30	29	38	11	41	97	110	12	109	74	87	75	74
chr16_89849266_89849326_FANCA-NM_000135.4	10	10	20	40	14	21	20	24	4	26	74	88	4	73	55	67	60	55
chr16_89849414_89849510_FANCA-NM_000135.4	13	18	38	42	18	27	32	33	4	30	112	106	6	94	59	83	88	73
chr16_89851261_89851372_FANCA-NM_000135.4	11	14	29	40	27	31	30	42	5	33	110	103	8	101	63	82	68	62
chr16_89857810_89857944_FANCA-NM_000135.4	6	11	23	32	27	29	20	42	15	30	84	109	7	99	61	67	56	44
chr16_89858334_89858476_FANCA-NM_000135.4	7	3	31	46	23	30	23	30	8	35	97	127	13	87	90	76	56	51
chr16_89858878_89858955_FANCA-NM_000135.4	5	2	29	39	22	26	23	27	2	30	85	99	11	103	74	66	62	46
chr16_89862313_89862426_FANCA-NM_000135.4	7	3	27	39	17	29	18	35	4	28	95	111	9	125	84	74	71	50
chr16_89865573_89865640_FANCA-NM_000135.4	8	4	24	38	19	32	22	32	9	37	99	101	11	132	88	83	63	50
chr16_89865575_89865640_FANCA-NM_001351830.2	8	4	24	38	19	32	21	32	9	37	98	98	11	132	88	82	63	50
chr16_89866012_89866046_FANCA-NM_000135.4	8	6	25	32	19	28	17	29	7	36	97	101	9	128	88	73	52	50
chr16_89869666_89869749_FANCA-NM_000135.4	11	10	32	51	20	36	25	34	10	43	106	125	11	130	97	81	65	65
chr16_89871687_89871800_FANCA-NM_000135.4	14	12	40	46	23	42	28	45	10	35	120	122	9	105	100	88	67	58
chr16_89874701_89874775_FANCA-NM_000135.4	8	6	37	40	15	29	18	40	5	38	81	108	8	90	75	77	56	37
chr16_89877114_89877210_FANCA-NM_000135.4	12	14	38	34	10	33	16	47	8	43	91	96	10	93	80	77	58	52
chr16_89877336_89877479_FANCA-NM_000135.4	10	18	42	46	15	38	20	40	5	53	103	109	13	104	87	72	72	59
chr16_89880927_89881021_FANCA-NM_000135.4	2	12	40	32	19	28	18	23	3	39	96	73	11	109	76	55	63	39
chr16_89882284_89882394_FANCA-NM_000135.4	7	15	33	36	17	25	16	22	3	34	99	80	12	133	79	63	76	41
chr16_89882944_89883023_FANCA-NM_000135.4	7	10	15	26	7	12	3	15	0	21	53	43	8	76	43	37	43	22
chr17_6926990_6927169_BCL6B-NM_181844.4	1	0	0	0	4	0	7	1	3	0	12	3	0	1	3	0	11	0
chr17_6927401_6927623_BCL6B-NM_181844.4	0	1	1	0	3	0	3	0	1	1	5	2	0	0	1	0	7	0
chr17_6927719_6928082_BCL6B-NM_181844.4	1	2	2	1	0	0	12	0	2	1	10	2	2	0	5	0	11	0
chr17_6928394_6928519_BCL6B-NM_181844.4	0	1	2	0	0	0	8	0	2	1	8	2	0	0	0	0	5	1
chr17_6929775_6929940_BCL6B-NM_181844.4	0	1	2	1	0	0	9	0	1	0	9	2	0	0	2	0	6	1
chr17_6930023_6930154_BCL6B-NM_181844.4	0	0	2	1	0	2	10	0	0	0	11	1	0	0	2	0	6	1
chr17_6930268_6930406_BCL6B-NM_181844.4	0	0	2	0	0	2	10	0	1	0	12	0	2	0	1	0	6	1
chr17_6930821_6930935_BCL6B-NM_181844.4	1	0	2	0	1	0	6	0	2	0	4	0	3	0	1	0	12	1
chr17_28705998_28706744_CPD-NM_001304.5	251	471	223	595	797	984	1409	451	801	595	1563	988	399	1361	466	435	508	377
chr17_28707655_28707660_CPD-NM_001199775.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_28712006_28712254_CPD-NM_001304.5	176	251	169	280	394	401	595	226	436	293	796	530	265	695	341	339	300	225
chr17_28747858_28748001_CPD-NM_001304.5	181	244	185	231	366	380	473	185	420	232	660	410	260	701	319	317	262	209
chr17_28748681_28748851_CPD-NM_001304.5	178	262	196	257	395	404	514	208	445	234	688	447	276	773	353	356	268	232
chr17_28749691_28750041_CPD-NM_001304.5	270	461	298	447	615	644	925	323	748	418	1201	783	441	1268	617	627	521	400
chr17_28750523_28750715_CPD-NM_001304.5	226	417	261	370	525	510	700	232	534	327	927	600	381	1136	532	536	429	323
chr17_28754408_28754576_CPD-NM_001304.5	218	395	252	368	530	531	660	249	485	340	849	594	356	1114	491	485	434	320
chr17_28758789_28758899_CPD-NM_001304.5	165	297	209	286	379	396	526	207	425	263	701	499	263	912	401	381	345	271
chr17_28765992_28766095_CPD-NM_001304.5	157	302	156	271	262	374	388	188	340	234	464	469	207	929	299	373	241	252
chr17_28769325_28769468_CPD-NM_001304.5	237	363	224	306	428	461	600	238	485	324	832	536	338	1195	486	469	407	328
chr17_28770819_28770989_CPD-NM_001304.5	233	381	212	332	490	512	700	267	542	384	896	629	413	1351	535	475	429	374
chr17_28772708_28773038_CPD-NM_001304.5	297	524	335	532	617	673	1017	383	705	493	1217	840	607	1498	636	670	537	505
chr17_28776570_28776766_CPD-NM_001304.5	218	365	232	369	372	489	689	245	475	333	798	565	333	956	422	464	360	302
chr17_28778728_28778864_CPD-NM_001304.5	194	334	218	288	366	420	636	228	507	300	796	474	378	906	433	424	361	315
chr17_28782356_28782488_CPD-NM_001304.5	211	309	227	277	398	404	677	204	494	300	823	505	382	872	436	447	394	302
chr17_28783273_28783369_CPD-NM_001304.5	208	264	179	226	372	362	586	185	409	275	694	457	306	818	363	434	355	278
chr17_28783479_28783544_CPD-NM_001304.5	196	274	181	255	370	414	621	206	432	258	682	499	341	909	382	441	356	322
chr17_28788197_28788329_CPD-NM_001304.5	211	336	181	288	452	487	764	231	511	322	874	612	394	1010	440	511	406	359
chr17_28788894_28789080_CPD-NM_001304.5	224	345	181	337	553	560	836	265	548	371	1002	668	429	1112	518	504	403	348
chr17_28789387_28789487_CPD-NM_001304.5	135	215	115	230	329	361	555	183	381	250	672	455	264	705	335	289	282	216
chr17_28791605_28791829_CPD-NM_001304.5	224	360	208	352	494	460	812	271	574	380	1007	701	425	1064	483	499	401	325
chr17_38710996_38711941_CCR7-NM_001301714.2	76	11	54	44	94	43	103	24	113	52	51	18	114	99	79	25	305	17
chr17_38710996_38712070_CCR7-NM_001838.4	83	12	54	48	97	48	112	27	122	57	59	21	125	106	82	27	327	23
chr17_38715144_38715186_CCR7-NM_001301717.1	11	5	12	6	24	4	17	6	19	11	14	6	19	17	18	4	57	3
chr17_38715144_38715194_CCR7-NM_001838.4	11	5	12	6	24	4	17	6	19	11	14	6	19	17	18	4	58	3
chr17_38721651_38721661_CCR7-NM_001838.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr17_42018298_42018320_PPY-NM_001319209.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_42018510_42018582_PPY-NM_001319209.1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0
chr17_42018831_42019022_PPY-NM_001319209.1	0	0	4	0	3	0	0	0	0	0	3	0	0	0	1	0	4	0
chr17_42019554_42019572_PPY-NM_001319209.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_42431103_42432559_FAM171A2-NM_198475.3	14	86	64	151	101	186	115	116	23	107	316	51	57	282	65	67	68	68
chr17_42433082_42433209_FAM171A2-NM_198475.3	12	34	24	81	35	77	66	49	10	48	138	35	33	229	56	51	26	28
chr17_42433325_42433442_FAM171A2-NM_198475.3	10	31	15	80	30	74	63	40	11	50	116	42	35	217	58	69	30	24
chr17_42433540_42433720_FAM171A2-NM_198475.3	13	25	16	78	29	73	65	52	18	51	119	41	43	218	45	76	37	19
chr17_42433797_42433956_FAM171A2-NM_198475.3	14	25	23	78	35	72	63	42	15	47	140	50	38	184	39	66	31	20
chr17_42436946_42437039_FAM171A2-NM_198475.3	8	24	21	69	20	55	40	35	10	45	113	42	22	141	37	52	31	20
chr17_42437272_42437500_FAM171A2-NM_198475.3	13	30	35	74	36	90	65	41	13	54	163	41	42	205	45	63	44	36
chr17_42440964_42441082_FAM171A2-NM_198475.3	3	12	4	41	8	74	16	23	2	35	9	14	25	122	4	22	6	26
chr17_48503622_48503750_ACSF2-NM_001288968.1	4	34	27	63	82	98	72	57	17	27	37	109	49	270	31	67	29	56
chr17_48504265_48504340_ACSF2-NM_001288968.1	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	2	0	0
chr17_48538037_48538233_ACSF2-NM_001288968.1	13	62	45	117	198	192	141	92	31	55	76	192	86	501	65	130	55	97
chr17_48538602_48538716_ACSF2-NM_001288969.1	14	40	33	92	148	145	96	77	29	44	53	144	70	313	57	85	36	70
chr17_48538602_48538731_ACSF2-NM_001288968.1	14	44	35	98	154	150	103	87	30	48	56	150	74	332	63	92	38	72
chr17_48538993_48539047_ACSF2-NM_001288968.1	6	37	21	85	115	131	97	75	29	48	41	120	57	271	58	82	31	58
chr17_48539017_48539047_ACSF2-NM_001288969.1	6	32	16	76	98	108	82	66	25	44	35	105	48	209	51	71	29	56
chr17_48539020_48539047_ACSF2-NM_001288972.1	6	31	16	74	93	103	80	66	25	43	35	104	47	206	51	71	29	56
chr17_48539544_48539663_ACSF2-NM_001288968.1	11	55	26	117	154	165	119	84	35	59	55	148	76	311	73	102	53	98
chr17_48539780_48539946_ACSF2-NM_001288968.1	26	57	39	128	180	188	136	94	36	76	65	159	97	347	75	123	57	110
chr17_48540516_48540612_ACSF2-NM_001288968.1	24	46	43	93	134	125	107	80	31	58	48	104	82	216	55	89	33	78
chr17_48540755_48540913_ACSF2-NM_001288968.1	20	61	64	121	172	156	137	87	31	67	60	124	94	312	72	123	47	95
chr17_48541178_48541270_ACSF2-NM_001288968.1	17	32	39	84	120	99	88	48	16	38	40	79	60	252	50	74	34	52
chr17_48541578_48541655_ACSF2-NM_001288968.1	20	39	33	84	103	112	74	45	18	40	49	64	76	250	41	79	31	55
chr17_48548388_48548496_ACSF2-NM_001288968.1	20	42	31	99	126	133	100	70	24	45	55	89	80	305	50	86	50	63
chr17_48549788_48549940_ACSF2-NM_001288968.1	19	57	46	117	171	148	117	100	32	62	63	115	91	441	68	126	67	83
chr17_48551025_48551167_ACSF2-NM_001288968.1	23	59	30	114	157	141	106	87	28	65	59	108	91	437	55	109	44	70
chr17_48551254_48551365_ACSF2-NM_001288968.1	19	57	26	102	149	140	93	77	39	57	56	111	90	461	58	83	48	67
chr17_48551559_48551628_ACSF2-NM_001288968.1	11	43	24	67	121	122	70	57	35	45	43	98	53	388	41	67	43	58
chr17_48551862_48551910_ACSF2-NM_001288968.1	14	43	16	76	122	117	56	52	32	44	41	90	55	374	43	60	39	56
chr17_48638820_48639062_CACNA1G-NM_001256325.2	22	5	4	8	14	8	157	15	35	3	38	25	5	27	5	0	15	22
chr17_48646230_48646342_CACNA1G-NM_001256325.2	29	5	1	9	8	5	141	9	24	2	31	20	3	21	2	1	11	15
chr17_48646525_48646659_CACNA1G-NM_001256325.2	25	6	3	9	7	3	173	7	32	1	40	21	2	28	0	1	16	13
chr17_48647066_48647164_CACNA1G-NM_001256325.2	11	7	3	14	10	3	177	8	33	5	54	18	3	29	3	0	20	17
chr17_48649238_48649398_CACNA1G-NM_001256325.2	22	10	5	16	12	5	214	9	37	5	59	23	3	33	4	1	25	12
chr17_48649914_48650215_CACNA1G-NM_001256325.2	30	9	5	15	15	9	317	18	47	6	78	33	5	57	3	2	27	22
chr17_48650381_48650474_CACNA1G-NM_001256325.2	10	2	2	7	8	0	166	8	29	3	49	23	2	30	0	3	8	8
chr17_48652903_48653687_CACNA1G-NM_001256325.2	46	29	10	28	38	24	578	26	107	23	163	77	14	74	7	1	40	35
chr17_48655548_48655925_CACNA1G-NM_001256325.2	34	19	41	11	40	15	292	21	72	16	95	38	18	64	15	3	47	27
chr17_48667831_48667983_CACNA1G-NM_001256325.2	16	8	19	4	25	8	178	11	40	10	45	21	15	40	13	1	22	17
chr17_48668795_48668981_CACNA1G-NM_001256325.2	15	6	14	4	21	11	232	14	51	10	58	23	15	35	13	1	31	19
chr17_48669099_48669214_CACNA1G-NM_001256325.2	11	6	10	4	16	6	189	13	45	7	43	22	14	28	7	1	28	16
chr17_48669297_48669453_CACNA1G-NM_001256325.2	12	8	10	8	16	7	223	15	43	6	49	32	14	33	5	1	29	17
chr17_48672353_48672422_CACNA1G-NM_001256325.2	0	0	1	0	0	0	5	0	0	0	2	1	0	0	0	0	0	0
chr17_48673922_48674007_CACNA1G-NM_001256325.2	10	6	11	6	14	10	217	14	33	6	51	26	9	38	4	2	28	13
chr17_48674090_48674284_CACNA1G-NM_001256325.2	14	7	20	8	16	13	292	16	48	9	86	29	17	42	7	2	47	17
chr17_48676788_48677220_CACNA1G-NM_001256325.2	38	21	32	17	30	30	445	22	77	13	136	47	40	93	12	1	59	27
chr17_48678086_48678187_CACNA1G-NM_001256325.2	26	5	10	9	22	11	199	9	35	7	76	27	12	48	4	0	23	10
chr17_48678411_48678535_CACNA1G-NM_001256325.2	19	5	12	10	28	11	209	8	39	10	77	28	11	56	5	1	31	11
chr17_48680180_48680249_CACNA1G-NM_001256325.2	17	6	10	6	12	6	146	3	36	9	50	15	6	52	2	1	21	9
chr17_48680375_48680560_CACNA1G-NM_001256325.2	22	6	18	11	22	10	225	11	55	7	76	21	10	45	7	2	35	15
chr17_48681515_48681642_CACNA1G-NM_001256325.2	21	5	18	4	18	7	160	12	37	2	55	18	8	36	10	1	21	12
chr17_48683258_48683384_CACNA1G-NM_001256325.2	34	11	20	1	24	9	194	11	38	6	64	23	11	53	10	0	22	9
chr17_48684260_48684350_CACNA1G-NM_001256325.2	22	10	30	3	18	12	169	9	36	10	60	19	7	36	10	0	20	9
chr17_48685187_48685380_CACNA1G-NM_018896.5	31	8	37	8	23	16	252	12	55	12	81	24	16	42	13	0	31	16
chr17_48685187_48685401_CACNA1G-NM_001256325.2	31	8	37	8	23	16	252	12	55	12	83	25	16	42	15	0	31	16
chr17_48685262_48685401_CACNA1G-NM_001256360.2	22	8	29	6	17	14	206	11	42	8	56	19	16	30	11	0	27	13
chr17_48685268_48685380_CACNA1G-NM_001256359.2	22	8	29	6	17	14	203	11	41	8	54	18	16	29	9	0	27	13
chr17_48685268_48685401_CACNA1G-NM_001256361.2	22	8	29	6	17	14	203	11	41	8	56	19	16	29	11	0	27	13
chr17_48685289_48685380_CACNA1G-NM_001256329.2	21	8	24	6	16	11	190	11	40	8	53	18	16	27	9	0	26	13
chr17_48685289_48685401_CACNA1G-NM_001256326.2	21	8	24	6	16	11	190	11	40	8	55	19	16	27	11	0	26	13
chr17_48687242_48687296_CACNA1G-NM_001256325.2	17	1	2	5	9	10	160	11	30	4	41	14	6	17	2	0	11	6
chr17_48692721_48692873_CACNA1G-NM_001256325.2	29	11	23	9	19	15	244	19	50	12	73	18	19	42	10	0	41	17
chr17_48693635_48693745_CACNA1G-NM_001256325.2	31	15	17	4	14	14	160	14	36	10	51	13	9	35	9	0	28	20
chr17_48694798_48694932_CACNA1G-NM_001256325.2	33	12	24	10	15	17	221	13	38	8	74	27	15	34	9	0	33	18
chr17_48695219_48695269_CACNA1G-NM_001256327.2	24	10	16	11	11	9	158	8	24	5	52	25	12	18	2	0	22	7
chr17_48695219_48695290_CACNA1G-NM_001256325.2	24	12	19	11	13	12	167	8	26	5	54	27	13	19	2	0	23	11
chr17_48695408_48695487_CACNA1G-NM_001256325.2	15	12	18	6	10	13	145	8	20	3	51	17	15	23	2	1	29	15
chr17_48695582_48695704_CACNA1G-NM_001256325.2	27	11	18	6	19	14	183	10	31	6	53	17	17	32	2	1	33	21
chr17_48696015_48696369_CACNA1G-NM_001256325.2	52	30	33	13	55	29	392	24	74	20	146	50	27	65	15	2	66	37
chr17_48697043_48697187_CACNA1G-NM_198377.3	2	0	2	0	2	0	6	0	1	0	7	1	0	0	0	0	0	0
chr17_48699020_48699155_CACNA1G-NM_198377.3	1	0	2	0	1	0	5	0	1	0	4	0	0	1	3	0	4	0
chr17_48701267_48701436_CACNA1G-NM_001256325.2	24	15	22	5	31	9	225	15	46	12	66	29	14	33	10	0	31	26
chr17_48701720_48701890_CACNA1G-NM_001256325.2	20	17	32	7	23	13	256	13	53	15	72	31	15	43	9	2	41	20
chr17_48703377_48703443_CACNA1G-NM_001256334.2	14	8	12	5	14	10	164	6	34	9	58	19	13	46	8	1	30	13
chr17_48703377_48704109_CACNA1G-NM_001256325.2	63	36	56	24	73	28	621	34	164	31	202	70	51	149	19	4	99	34
chr17_48703680_48704109_CACNA1G-NM_001256334.2	41	18	36	16	53	16	391	24	114	19	126	44	35	92	9	3	59	20
chr17_72984138_72984217_CDR2L-NM_014603.3	25	177	60	320	144	402	69	179	20	174	315	220	96	379	69	76	77	174
chr17_72995598_72995711_CDR2L-NM_014603.3	43	241	103	441	213	575	107	276	51	266	468	463	154	850	143	181	144	273
chr17_72997435_72997584_CDR2L-NM_014603.3	54	272	137	558	314	778	159	341	74	354	654	719	212	1268	206	302	216	357
chr17_72998158_72998323_CDR2L-NM_014603.3	50	275	141	595	324	850	185	383	86	463	790	991	229	1441	242	411	209	387
chr17_72999277_73000166_CDR2L-NM_014603.3	190	807	396	1830	846	2669	619	1214	288	1507	2316	3358	654	4701	783	1280	669	1158
chr17_74003186_74006624_EVPL-NM_001988.4	4	0	6	4	0	0	9	0	0	0	6	9	8	1	9	0	20	3
chr17_74007656_74007749_EVPL-NM_001988.4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
chr17_74007852_74007963_EVPL-NM_001988.4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
chr17_74008086_74008170_EVPL-NM_001988.4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr17_74010506_74010657_EVPL-NM_001988.4	0	0	0	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0
chr17_74010996_74011190_EVPL-NM_001988.4	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0
chr17_74011307_74011446_EVPL-NM_001988.4	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
chr17_74011530_74011709_EVPL-NM_001988.4	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0
chr17_74013819_74013992_EVPL-NM_001988.4	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
chr17_74014175_74014339_EVPL-NM_001320747.2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
chr17_74014241_74014339_EVPL-NM_001988.4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
chr17_74014526_74014681_EVPL-NM_001988.4	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
chr17_74014994_74015141_EVPL-NM_001988.4	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
chr17_74015608_74015734_EVPL-NM_001988.4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr17_74017548_74017644_EVPL-NM_001988.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr17_74017754_74017862_EVPL-NM_001988.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr17_74017947_74018109_EVPL-NM_001988.4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
chr17_74018269_74018308_EVPL-NM_001988.4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1
chr17_74018493_74018619_EVPL-NM_001988.4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1
chr17_74019372_74019499_EVPL-NM_001988.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr17_74019580_74019735_EVPL-NM_001988.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr17_74020101_74020201_EVPL-NM_001988.4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr17_74023181_74023279_EVPL-NM_001988.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr17_74536223_74536297_PRCD-NM_001077620.3	0	1	1	2	1	7	2	0	3	1	3	1	5	9	1	1	0	2
chr17_74536586_74536655_PRCD-NM_001077620.3	2	0	2	1	11	7	3	1	8	3	1	0	14	24	3	4	1	2
chr17_74538634_74538653_PRCD-NM_001077620.3	1	0	1	3	2	3	5	0	3	1	2	1	6	12	0	3	0	1
chr17_74734434_74734530_MFSD11-NM_001242534.2	47	42	73	91	199	108	313	80	122	64	364	185	153	360	123	84	185	93
chr17_74735019_74735075_MFSD11-NM_001242534.2	50	29	63	71	166	101	265	72	117	63	295	183	158	323	122	76	164	84
chr17_74737038_74737146_MFSD11-NM_001242534.2	80	49	77	86	261	129	342	96	166	98	373	246	261	371	183	103	227	96
chr17_74738050_74738130_MFSD11-NM_001242534.2	74	54	71	91	220	102	292	83	155	95	354	215	244	399	175	93	206	96
chr17_74738258_74738355_MFSD11-NM_001242534.2	70	76	88	102	202	109	306	79	175	111	396	247	268	438	181	112	206	93
chr17_74739479_74739538_MFSD11-NM_001242534.2	45	69	67	93	118	80	242	65	134	88	297	196	192	340	130	94	135	71
chr17_74740403_74740548_MFSD11-NM_001242534.2	88	102	108	135	223	131	394	101	207	147	504	293	367	554	214	148	282	105
chr17_74750128_74750169_MFSD11-NM_001242534.2	59	59	55	78	148	78	234	70	109	83	314	168	238	376	140	97	193	63
chr17_74763467_74763533_MFSD11-NM_001242534.2	58	62	53	77	151	71	245	66	100	73	289	151	214	371	141	92	186	70
chr17_74765827_74765953_MFSD11-NM_001242534.2	61	77	65	100	170	82	326	79	134	89	379	205	262	453	184	119	236	85
chr17_74771078_74771253_MFSD11-NM_001242534.2	73	92	94	136	245	112	433	126	192	111	521	262	358	574	214	149	335	122
chr17_74772487_74772623_MFSD11-NM_001242534.2	62	71	82	112	213	121	379	108	178	97	433	245	304	411	187	136	278	90
chr17_74774269_74774431_MFSD11-NM_001242534.2	63	72	86	95	197	132	365	98	171	97	389	230	268	436	190	140	267	100
chr18_47753753_47753979_CFAP53-NM_145020.5	8	1	8	0	25	1	54	1	24	4	34	0	57	5	12	0	23	2
chr18_47764972_47765075_CFAP53-NM_145020.5	9	2	12	0	24	2	48	1	20	3	24	0	56	7	13	0	21	3
chr18_47769269_47769486_CFAP53-NM_145020.5	19	5	20	1	51	4	87	1	23	2	37	4	82	15	26	0	36	7
chr18_47777127_47777346_CFAP53-NM_145020.5	16	3	22	3	46	5	64	4	18	2	33	8	91	15	18	0	35	16
chr18_47777850_47778154_CFAP53-NM_145020.5	17	3	28	4	41	1	80	4	27	1	49	8	116	11	16	0	50	10
chr18_47787433_47787607_CFAP53-NM_145020.5	14	2	12	3	38	2	124	1	25	2	67	4	72	5	17	2	41	1
chr18_47788359_47788589_CFAP53-NM_145020.5	15	14	27	6	51	9	134	8	44	8	75	14	88	32	27	3	44	5
chr18_47792705_47792774_CFAP53-NM_145020.5	14	7	21	3	35	5	90	5	28	3	47	6	48	19	19	0	39	4
chr18_49867157_49867248_DCC-NM_005215.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	7	0	0
chr18_50278423_50278744_DCC-NM_005215.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	12	0	0
chr18_50432413_50432698_DCC-NM_005215.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0
chr18_50450076_50450227_DCC-NM_005215.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	4	0	0
chr18_50451603_50451740_DCC-NM_005215.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	7	0	0
chr18_50589674_50589829_DCC-NM_005215.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0
chr18_50592415_50592536_DCC-NM_005215.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0
chr18_50683725_50683882_DCC-NM_005215.4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	6	5	0	0
chr18_50705331_50705486_DCC-NM_005215.4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	9	4	0	0
chr18_50731585_50731734_DCC-NM_005215.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	7	0	0
chr18_50734048_50734187_DCC-NM_005215.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	6	0	0
chr18_50741917_50741967_DCC-NM_005215.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr18_50831947_50832089_DCC-NM_005215.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0
chr18_50848416_50848527_DCC-NM_005215.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0
chr18_50866082_50866277_DCC-NM_005215.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0
chr18_50912412_50912508_DCC-NM_005215.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0
chr18_50918024_50918257_DCC-NM_005215.4	1	0	0	0	1	2	3	0	0	0	1	0	0	0	7	3	0	0
chr18_50923677_50923816_DCC-NM_005215.4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	6	4	0	0
chr18_50929155_50929263_DCC-NM_005215.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0
chr18_50936821_50937016_DCC-NM_005215.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0
chr18_50942493_50942526_DCC-NM_005215.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
chr18_50961513_50961579_DCC-NM_005215.4	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0
chr18_50976869_50977032_DCC-NM_005215.4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0
chr18_50985601_50985828_DCC-NM_005215.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
chr18_50994263_50994380_DCC-NM_005215.4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0
chr18_51013166_51013328_DCC-NM_005215.4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0
chr18_51025667_51025880_DCC-NM_005215.4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	4	0	0
