	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated
chr5_179016648_179018625_RUFY1	57	5	66	18	65	18	158	14	48	17	198	20	148	98	28	10	100	27
chr5_179018742_179020478_RUFY1	6	2	23	0	7	2	31	0	15	0	33	2	32	3	10	0	4	0
chr5_179020646_179021866_RUFY1	3	3	18	17	7	1	49	1	8	1	12	6	13	27	6	2	13	1
chr5_179021964_179023562_RUFY1	12	4	24	4	37	7	126	7	37	5	64	14	115	64	31	11	23	9
chr5_179023682_179025692_RUFY1	32	7	58	4	52	5	228	12	74	0	107	16	92	47	72	26	51	2
chr5_179025822_179028892_RUFY1	49	25	91	58	152	38	419	48	163	39	211	69	185	203	133	50	104	19
chr5_179028987_179032876_RUFY1	72	34	111	76	155	24	430	49	134	34	253	81	216	221	133	70	132	46
chr5_179032925_179034582_RUFY1	34	34	85	81	119	44	189	61	84	38	210	66	186	271	96	90	83	67
chr5_179034660_179036376_RUFY1	60	24	108	73	331	55	371	46	149	37	490	74	492	263	172	46	276	24
chr5_179036517_179037013_RUFY1	180	158	286	356	708	378	1011	288	453	336	1395	636	940	1287	304	215	697	344
chr6_3224510_3224987_TUBB2B	12	3	10	7	23	9	8	7	6	6	95	9	27	72	35	47	14	2
chr6_3226045_3226392_TUBB2B	11	0	4	0	0	3	0	4	3	7	51	0	2	5	15	1	13	0
chr6_3226503_3226794_TUBB2B	0	0	1	1	0	0	0	0	0	3	13	0	0	8	3	0	1	0
chr6_3226903_3227720_TUBB2B	2	1	0	0	2	0	4	0	0	5	5	0	1	8	1	2	3	0
chr6_3227777_3227887_TUBB2B	28	3	19	19	4	8	4	7	1	12	27	7	5	115	37	47	8	2
chr6_13305182_13305335_TBC1D7	27	31	21	37	54	37	82	45	29	23	101	109	64	172	45	58	44	22
chr6_13305419_13306629_TBC1D7	0	2	2	0	0	0	0	0	0	0	0	6	3	0	0	0	2	0
chr6_13306759_13307831_TBC1D7	6	3	7	3	12	5	4	1	11	4	5	11	14	28	14	9	5	3
chr6_13307977_13316802_TBC1D7	3	19	4	7	22	11	16	16	15	6	18	26	14	56	23	12	7	16
chr6_13316940_13320947_TBC1D7	2	2	4	5	4	2	4	5	3	9	11	13	6	18	4	7	9	3
chr6_13321327_13325325_TBC1D7	9	7	3	24	12	12	12	15	4	11	23	28	17	91	1	23	2	7
chr6_13325406_13327018_TBC1D7	0	2	0	3	0	5	0	6	0	4	0	3	1	15	1	4	0	6
chr6_13327130_13328815_TBC1D7	37	39	36	62	80	79	70	69	39	27	154	146	73	248	47	81	36	65
chr6_15523031_15523208_DTNBP1	7	38	14	53	42	73	66	50	31	54	32	101	32	211	14	66	23	57
chr6_15523450_15524658_DTNBP1	0	11	0	7	6	7	4	16	0	21	1	10	4	25	1	7	1	9
chr6_15524900_15533470_DTNBP1	2	12	0	13	7	10	7	16	22	19	14	30	31	98	10	17	3	13
chr6_15533626_15593289_DTNBP1	18	44	29	7	28	7	51	15	44	14	43	9	114	38	30	19	17	5
chr6_15593312_15615497_DTNBP1	2	10	3	6	5	5	11	11	2	8	9	7	12	17	4	7	15	4
chr6_15615630_15627573_DTNBP1	2	2	0	1	0	3	4	1	0	0	4	1	6	4	4	0	2	0
chr6_15627706_15637974_DTNBP1	0	0	2	1	8	7	5	5	1	1	2	1	2	11	1	6	0	2
chr6_15638035_15651543_DTNBP1	4	0	0	3	4	2	14	3	6	1	13	6	16	16	9	4	11	3
chr6_15651594_15652317_DTNBP1	2	4	0	6	1	4	4	4	3	4	2	5	5	36	1	5	8	5
chr6_15652371_15663044_DTNBP1	0	7	1	7	8	5	8	9	19	6	6	21	8	76	7	15	4	14
chr6_15663100_15663289_DTNBP1	7	50	11	60	23	73	58	49	23	41	31	84	44	367	16	65	15	64
chr6_26402502_26405791_BTN3A1	127	80	126	107	153	124	267	157	126	79	717	171	579	342	342	127	236	106
chr6_26405876_26406136_BTN3A1	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0
chr6_26406484_26407898_BTN3A1	3	20	22	52	13	32	39	55	7	31	83	33	68	90	36	28	29	37
chr6_26408180_26409760_BTN3A1	17	13	25	32	20	13	48	25	18	16	111	20	96	61	48	14	60	14
chr6_26409961_26410121_BTN3A1	0	0	0	3	0	0	0	0	4	1	1	2	3	0	0	2	2	1
chr6_26410142_26410233_BTN3A1	10	2	22	1	31	5	49	9	9	6	53	3	23	11	43	3	59	4
chr6_26410260_26411336_BTN3A1	1	4	0	0	3	0	0	0	1	2	6	0	5	7	3	1	0	2
chr6_26411363_26411782_BTN3A1	0	0	1	0	3	2	1	0	0	3	1	0	8	7	2	0	0	0
chr6_26411809_26412639_BTN3A1	0	4	6	6	1	1	5	6	2	4	23	18	32	29	11	14	16	6
chr6_26412755_26412932_BTN3A1	7	6	19	6	8	2	20	4	7	5	80	13	25	19	18	7	16	2
chr6_26412970_26413396_BTN3A1	2	23	5	41	6	46	30	30	11	31	81	78	56	118	16	44	23	21
chr6_26413917_26415436_BTN3A1	124	218	158	262	303	339	603	357	160	223	824	439	518	702	457	305	457	184
chr6_26538281_26538354_TRV-CAC1-6	0	0	2	0	5	8	6	2	0	1	14	3	5	7	4	1	3	2
chr6_29855349_29858856_HLA-H	4061	3048	6784	5442	15608	10675	12792	3082	3405	1673	27820	7463	14754	72388	2685	1165	5139	2144
chr6_30227338_30234728_HLA-L	409	157	971	898	617	189	1835	160	1463	181	1858	235	1605	1136	1231	161	1720	632
chr6_31633656_31634608_CSNK2B	191	232	449	655	1054	796	1205	545	643	416	1945	1063	934	2389	814	675	786	503
chr6_31634680_31635644_CSNK2B	1	7	19	21	13	9	19	12	16	8	33	12	11	68	12	12	13	15
chr6_31635747_31636315_CSNK2B	2	7	8	12	20	13	10	17	9	21	12	14	10	93	5	31	3	15
chr6_31636431_31636873_CSNK2B	15	42	4	44	46	35	32	31	24	46	90	75	57	219	27	81	15	49
chr6_31636949_31637095_CSNK2B	15	38	9	98	70	75	50	81	26	58	72	116	55	421	40	117	15	94
chr6_31637285_31637612_CSNK2B	4	7	1	20	7	18	6	29	6	31	10	51	8	118	5	23	2	30
chr6_31637700_31637847_CSNK2B	172	196	398	615	778	603	1063	475	569	488	1777	990	733	1725	666	699	661	612
chr6_31765172_31765536_LSM2	27	160	64	304	97	246	154	302	53	217	267	582	153	1113	136	445	142	302
chr6_31765659_31765766_LSM2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr6_31765826_31766253_LSM2	0	1	0	3	0	3	0	1	0	3	4	8	0	16	1	2	0	2
chr6_31766284_31773851_LSM2	8	8	3	24	16	30	9	44	13	14	7	83	15	166	23	36	3	19
chr6_31773919_31774531_LSM2	1	0	5	8	5	2	4	6	0	3	9	8	7	24	6	5	4	10
chr6_31774534_31774743_LSM2	17	88	25	193	38	161	74	180	19	111	113	357	92	632	70	203	67	152
chr6_32158542_32159145_GPSM3	17	85	41	133	95	194	68	89	39	175	159	328	43	263	100	148	82	149
chr6_32159280_32159485_GPSM3	0	2	0	0	0	0	0	0	2	2	3	2	0	1	0	0	2	4
chr6_32159685_32159924_GPSM3	0	0	0	8	1	9	0	3	0	2	3	10	0	13	1	9	2	5
chr6_32160027_32160248_GPSM3	0	1	1	5	2	2	3	4	0	5	10	7	1	4	2	5	7	4
chr6_32160290_32163216_GPSM3	21	85	41	69	59	118	50	54	35	76	140	144	60	149	87	69	63	120
chr6_32485129_32485518_HLA-DRB5	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
chr6_32485529_32485830_HLA-DRB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_32485854_32486332_HLA-DRB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_32486443_32487146_HLA-DRB5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
chr6_32487428_32489681_HLA-DRB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_32489951_32497901_HLA-DRB5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_32498001_32498064_HLA-DRB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_64516728_64532535_SCAT8	25	0	117	0	24	0	134	8	7	2	309	2	132	2	93	0	256	2
chr6_118869458_118880084_PLN	5	1	15	6	17	8	46	9	7	0	10	4	1	5	11	6	6	4
chr6_118880240_118882879_PLN	2	3	47	22	53	22	11	22	15	6	12	6	7	16	36	25	0	0
chr6_160542846_160542967_SLC22A1	0	0	1	0	0	3	2	0	1	0	5	0	3	1	1	0	0	0
chr6_160543378_160551135_SLC22A1	20	2	38	0	22	0	5	1	9	1	68	2	25	19	73	1	47	2
chr6_160551239_160553263_SLC22A1	43	0	101	0	27	0	19	0	3	0	201	1	10	4	154	0	126	0
chr6_160553418_160554988_SLC22A1	75	0	98	0	18	0	35	0	6	0	223	0	7	0	179	0	160	0
chr6_160555157_160557251_SLC22A1	24	0	40	0	12	0	11	0	0	0	147	0	2	0	67	0	114	2
chr6_160557366_160557575_SLC22A1	7	0	12	0	8	0	2	1	3	0	49	0	1	0	23	0	27	0
chr6_160557682_160560684_SLC22A1	30	0	24	2	18	1	5	0	8	0	102	0	7	0	62	1	108	0
chr6_160560899_160564572_SLC22A1	9	1	9	0	5	0	2	0	0	0	16	0	6	0	1	0	12	0
chr6_160564681_160575829_SLC22A1	18	4	23	1	6	0	8	2	2	4	38	4	39	2	18	0	12	0
chr6_160575942_160577006_SLC22A1	27	2	35	0	6	2	2	0	2	0	69	0	8	3	71	0	33	1
chr6_160577106_160579547_SLC22A1	21	3	48	0	25	1	16	0	14	0	80	2	21	4	99	0	44	2
chr6_160579611_160579750_SLC22A1	32	0	59	0	27	0	23	0	1	1	135	1	10	0	135	0	80	1
chr7_1004487_1009016_COX19	434	400	642	565	1347	655	2651	493	1524	439	3943	832	1580	2081	988	534	1481	395
chr7_1009092_1012816_COX19	20	32	19	39	29	31	37	45	21	22	55	57	60	160	20	45	36	51
chr7_1012928_1015063_COX19	4	3	5	7	17	5	29	2	14	1	25	6	12	19	17	1	23	4
chr7_1015145_1015185_COX19	14	11	27	10	47	8	70	8	33	11	72	11	60	49	40	14	54	12
chr7_23338957_23338971_MALSU1	1	24	14	26	57	38	61	24	30	29	52	62	32	121	17	46	19	30
chr7_23339227_23340457_MALSU1	0	2	2	1	6	3	11	5	1	5	0	9	1	62	0	5	0	5
chr7_23340636_23347486_MALSU1	19	70	13	138	64	125	50	126	36	74	48	210	58	499	11	122	15	113
chr7_23347568_23348974_MALSU1	2	28	7	50	22	31	11	29	9	23	17	58	15	182	6	58	1	44
chr7_23349159_23351348_MALSU1	33	203	25	331	358	626	202	507	134	276	209	540	228	1762	229	1420	74	204
chr7_43906156_43906300_MRPS24	253	191	379	311	1012	373	1325	274	506	248	2167	587	1110	1098	609	303	962	261
chr7_43906581_43908561_MRPS24	16	4	15	20	44	6	51	3	29	15	70	21	107	57	15	6	21	21
chr7_43908673_43908906_MRPS24	17	3	29	7	48	8	44	7	20	4	70	10	66	87	34	7	34	13
chr7_43908975_43909055_MRPS24	36	26	56	45	311	68	393	41	135	26	489	95	194	263	158	54	230	32
chr7_43909094_43909116_MRPS24	67	67	97	83	347	108	285	49	108	44	535	98	356	309	209	71	286	55
chr7_65111923_65235797_LOC441242	315	545	486	833	1324	657	2132	862	453	532	2175	1165	2592	3893	931	1051	769	727
chr7_74103270_74103462_LOC101926943	56	146	66	257	211	382	258	217	106	186	282	193	195	553	51	148	91	167
chr7_74103561_74105304_LOC101926943	0	0	1	1	0	5	1	0	0	0	1	1	0	7	1	2	0	1
chr7_74105443_74113290_LOC101926943	6	2	1	5	5	5	6	8	2	5	0	7	7	12	0	5	0	2
chr7_74113425_74114576_LOC101926943	1	2	0	0	0	0	2	1	0	3	3	1	0	9	0	1	1	0
chr7_74114760_74114935_LOC101926943	0	6	0	2	4	4	0	2	3	0	2	4	2	12	0	6	1	3
chr7_74114964_74119495_LOC101926943	0	18	18	14	18	24	13	12	9	12	17	36	18	94	14	18	9	20
chr7_74119550_74120720_LOC101926943	0	2	2	7	3	14	5	7	5	4	13	15	27	40	2	1	4	2
chr7_74120764_74125362_LOC101926943	0	9	3	14	4	5	10	7	7	2	9	13	19	34	2	14	3	4
chr7_74125440_74129176_LOC101926943	2	7	3	2	0	4	6	1	0	4	5	4	5	31	3	6	2	3
chr7_74129236_74131213_LOC101926943	0	1	4	14	0	2	9	4	3	5	7	7	2	55	1	38	4	4
chr7_74131272_74133197_LOC101926943	4	10	7	2	6	10	2	4	2	9	10	5	9	41	4	12	0	9
chr7_74133260_74143123_LOC101926943	10	59	7	13	3	17	17	31	8	14	13	22	12	73	3	31	1	5
chr7_74143234_74143256_LOC101926943	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_92861652_92861780_VPS50	19	20	42	21	54	31	78	23	33	24	92	46	124	170	38	41	54	38
chr7_92861813_92869178_VPS50	0	4	0	0	0	2	0	2	0	1	0	0	0	0	0	0	2	0
chr7_92869247_92875430_VPS50	1	2	0	0	1	4	9	3	0	4	3	3	12	31	1	4	1	3
chr7_92875442_92881965_VPS50	2	2	0	0	0	6	3	0	0	0	2	0	5	0	1	1	2	0
chr7_92882088_92883172_VPS50	0	0	0	1	2	0	0	0	2	2	1	1	1	0	0	1	1	0
chr7_92883244_92885820_VPS50	1	0	0	1	1	0	2	0	0	0	1	0	6	2	1	0	0	2
chr7_92885874_92886705_VPS50	0	0	0	0	3	0	3	0	3	0	2	0	2	15	2	4	0	0
chr7_92886776_92887470_VPS50	0	6	2	1	2	2	4	8	4	0	3	6	14	13	0	3	2	9
chr7_92887588_92887668_VPS50	0	1	0	0	1	1	2	1	0	1	1	7	0	1	0	1	0	2
chr7_92887704_92888861_VPS50	1	2	0	9	4	8	5	5	4	6	3	10	16	10	3	8	1	6
chr7_92888944_92900531_VPS50	6	10	10	11	34	16	78	25	26	11	90	17	41	98	8	9	13	4
chr7_92900574_92901946_VPS50	5	1	2	3	3	1	3	3	5	2	9	3	9	15	4	1	2	6
chr7_92902045_92905476_VPS50	11	4	0	5	11	3	20	6	10	1	15	4	28	39	12	4	13	4
chr7_92905656_92921014_VPS50	0	12	0	0	4	2	7	1	0	0	3	4	9	7	2	2	0	2
chr7_92921147_92923856_VPS50	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
chr7_92923948_92926053_VPS50	0	3	1	7	4	1	1	6	0	2	4	9	2	20	5	1	3	0
chr7_92926148_92926456_VPS50	3	1	0	2	1	0	4	0	0	0	5	1	3	11	1	3	1	0
chr7_92926555_92932771_VPS50	8	11	1	7	2	6	3	2	2	4	5	6	8	27	1	10	2	1
chr7_92932862_92935139_VPS50	0	2	0	3	1	0	0	2	3	11	0	0	3	21	0	1	0	6
chr7_92935316_92938135_VPS50	0	4	0	9	0	8	2	9	0	3	4	3	0	26	0	17	1	11
chr7_92938254_92940477_VPS50	0	0	1	1	5	0	5	2	5	3	7	6	12	13	2	2	1	3
chr7_92940584_92952922_VPS50	5	24	7	27	24	19	47	20	16	28	50	44	37	91	12	24	15	17
chr7_92953044_92963428_VPS50	5	39	5	29	21	31	10	10	6	24	13	46	16	51	17	54	10	17
chr7_92963509_92970738_VPS50	12	8	10	2	17	11	40	9	7	0	29	6	41	70	8	17	21	11
chr7_92970887_92978022_VPS50	21	24	35	45	123	56	104	55	24	16	142	56	168	187	13	10	96	63
chr7_92978119_92979186_VPS50	2	5	0	2	1	0	0	3	0	0	1	3	2	15	0	1	2	2
chr7_92979345_92982951_VPS50	0	1	1	5	2	1	3	2	3	0	6	1	3	13	5	3	3	1
chr7_92983073_92985202_VPS50	0	0	0	0	0	2	1	2	0	0	0	2	1	1	0	0	0	0
chr7_92985392_92987628_VPS50	0	8	4	7	2	3	0	8	2	3	0	10	11	32	2	7	2	9
chr7_92987745_92990435_VPS50	85	85	146	125	282	144	579	164	221	137	609	298	528	521	259	169	237	152
chr7_98479319_98479513_SCARNA28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr7_102715327_102715719_ARMC10	28	92	25	124	143	218	53	135	32	74	202	65	65	224	12	23	34	130
chr7_102715858_102716223_ARMC10	0	0	7	3	1	2	0	0	0	1	6	0	0	13	0	2	1	1
chr7_102716328_102724128_ARMC10	13	38	6	50	29	39	63	39	16	30	69	41	44	285	15	73	21	49
chr7_102724277_102727076_ARMC10	0	12	5	28	6	29	9	19	9	8	24	31	14	150	9	24	9	24
chr7_102727211_102732923_ARMC10	13	54	10	44	18	27	15	36	14	32	28	50	39	153	17	45	18	32
chr7_102733100_102737723_ARMC10	7	26	5	18	7	24	8	31	5	20	19	39	17	135	1	24	4	15
chr7_102737795_102738745_ARMC10	0	3	3	4	4	3	9	6	2	1	5	4	6	25	3	2	4	2
chr7_102738997_102740210_ARMC10	103	251	104	312	268	365	343	341	242	305	612	576	423	1357	236	284	268	286
chr7_107384141_107384608_CBLL1	24	16	49	17	116	26	125	27	33	16	166	22	104	82	93	33	122	32
chr7_107384621_107389324_CBLL1	28	14	48	31	79	13	75	22	57	28	218	47	91	91	101	26	103	14
chr7_107389492_107393855_CBLL1	64	23	75	30	189	29	363	40	127	44	282	51	175	200	113	32	236	29
chr7_107393956_107394339_CBLL1	2	1	3	0	3	0	2	0	1	0	11	0	5	13	4	0	2	3
chr7_107394423_107395862_CBLL1	0	1	1	5	9	1	9	0	4	1	22	2	16	11	10	10	9	5
chr7_107395936_107398587_CBLL1	8	11	3	2	9	3	20	18	5	21	21	18	18	42	5	25	13	12
chr7_107399620_107402112_CBLL1	1184	320	1583	435	2989	500	4494	545	2165	410	6197	825	3839	1549	2989	461	3921	526
chr7_129142371_129142665_SMKR1	0	0	0	0	0	0	1	0	0	0	0	1	0	8	0	1	0	0
chr7_129142668_129152087_SMKR1	0	0	4	0	2	0	2	2	0	1	1	0	0	4	5	0	4	0
chr7_129152279_129152759_SMKR1	0	2	1	0	2	0	5	0	1	1	0	0	1	6	1	1	3	1
chr7_137638093_137642712_CREB3L2-AS1	2	5	1	2	8	1	3	0	1	0	5	1	5	2	6	4	4	1
chr7_140033551_140035065_SLC37A3	154	490	245	748	420	1038	776	753	489	895	1212	1385	502	3699	412	822	412	778
chr7_140035304_140037083_SLC37A3	0	5	2	6	0	15	12	19	2	3	4	14	2	32	1	14	4	13
chr7_140037149_140043211_SLC37A3	8	35	14	40	3	29	17	63	5	40	18	71	39	216	13	70	4	36
chr7_140043363_140045015_SLC37A3	0	3	2	6	4	13	5	6	6	12	13	19	8	94	4	17	4	11
chr7_140045063_140045668_SLC37A3	0	0	0	2	2	2	3	2	3	5	10	11	3	29	2	8	1	6
chr7_140045770_140048425_SLC37A3	3	8	3	7	9	13	21	7	2	7	10	8	5	66	3	4	1	7
chr7_140048567_140051072_SLC37A3	0	0	1	1	1	2	2	1	3	2	11	0	0	3	0	3	1	1
chr7_140051251_140051861_SLC37A3	2	15	12	38	21	35	48	38	20	51	38	43	39	180	34	55	20	31
chr7_140051946_140055467_SLC37A3	7	14	15	10	40	10	65	23	45	11	58	16	49	56	35	22	39	5
chr7_140055564_140058439_SLC37A3	0	3	1	7	3	1	0	2	2	4	3	7	3	13	0	0	1	1
chr7_140058585_140064207_SLC37A3	5	7	14	9	18	4	41	18	17	10	33	18	23	67	5	1	20	13
chr7_140064291_140069389_SLC37A3	0	10	0	4	0	6	9	4	1	0	5	7	0	12	2	4	5	4
chr7_140069482_140080081_SLC37A3	17	34	19	74	19	47	45	67	23	50	50	126	23	217	10	83	11	55
chr7_140080190_140082237_SLC37A3	2	1	0	0	2	4	1	1	0	1	2	4	0	23	0	5	2	3
chr7_140082326_140098350_SLC37A3	31	138	40	155	78	197	144	117	62	133	181	249	90	690	62	167	68	166
chr7_141479185_141479188_TAS2R4	1	1	1	0	0	0	1	0	0	1	1	0	8	3	0	0	0	0
chr7_158423860_158424360_NCAPG2	62	59	230	121	224	123	78	89	33	63	521	282	173	403	259	174	465	163
chr7_158424409_158434158_NCAPG2	24	31	66	55	37	70	15	36	6	22	115	154	32	129	33	46	24	15
chr7_158434246_158436980_NCAPG2	3	4	8	8	6	10	2	6	1	2	15	10	1	12	2	5	9	7
chr7_158437080_158438210_NCAPG2	4	0	7	0	2	2	8	3	0	4	19	6	2	26	8	10	15	0
chr7_158438311_158439151_NCAPG2	1	7	7	3	5	4	2	3	0	1	16	11	0	34	6	4	10	4
chr7_158439255_158443523_NCAPG2	16	14	66	19	62	20	31	24	7	10	190	88	69	53	65	31	189	33
chr7_158443664_158444984_NCAPG2	5	2	1	4	3	2	0	0	0	8	14	14	1	19	5	0	3	0
chr7_158445172_158447286_NCAPG2	1	0	0	0	1	1	0	0	1	0	3	4	0	11	1	1	1	1
chr7_158447386_158447809_NCAPG2	1	2	4	3	0	0	0	2	0	0	0	0	0	5	0	4	1	0
chr7_158447950_158448030_NCAPG2	0	5	8	13	10	9	3	7	1	6	4	22	5	23	3	9	3	5
chr7_158448147_158448951_NCAPG2	10	0	10	3	10	5	3	4	2	4	16	10	4	6	10	15	8	2
chr7_158449125_158449243_NCAPG2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
chr7_158449397_158451029_NCAPG2	2	0	2	0	0	0	1	0	2	0	6	2	6	2	0	1	1	0
chr7_158451100_158454885_NCAPG2	5	0	6	1	2	2	4	2	0	1	16	5	0	23	4	6	2	3
chr7_158455059_158456875_NCAPG2	0	2	1	0	0	1	0	0	0	0	3	4	1	8	1	3	0	1
chr7_158456988_158457219_NCAPG2	7	0	4	7	1	5	4	1	1	3	8	8	3	37	4	2	9	5
chr7_158457442_158464205_NCAPG2	1	5	14	0	8	1	1	0	0	0	9	10	2	4	2	0	2	0
chr7_158464358_158468168_NCAPG2	1	1	0	8	8	0	0	3	0	4	11	5	0	1	0	5	1	0
chr7_158468348_158472651_NCAPG2	0	2	4	0	0	0	0	0	0	0	0	17	0	45	0	0	0	2
chr7_158472777_158473412_NCAPG2	0	0	2	0	3	0	2	0	1	4	1	0	3	5	1	7	2	6
chr7_158473508_158475991_NCAPG2	0	2	0	1	1	2	0	1	0	2	2	2	0	5	2	1	1	0
chr7_158476078_158478863_NCAPG2	0	3	27	12	13	9	30	6	0	6	16	21	4	25	11	3	11	7
chr7_158478933_158480039_NCAPG2	0	4	2	2	3	4	3	0	0	3	4	11	0	15	4	3	1	8
chr7_158480134_158482510_NCAPG2	13	7	14	4	17	4	14	3	5	3	23	10	3	29	23	16	23	5
chr7_158482645_158483259_NCAPG2	0	0	1	1	2	0	0	2	0	0	1	0	0	5	4	4	1	0
chr7_158483414_158485533_NCAPG2	2	2	1	0	7	0	0	2	0	1	7	7	0	5	0	0	0	3
chr7_158485648_158486000_NCAPG2	0	0	0	0	1	1	0	0	0	0	1	3	0	3	0	0	0	0
chr7_158486189_158494512_NCAPG2	5	6	6	7	24	2	6	10	2	2	13	17	8	28	21	15	15	10
chr7_158494590_158497495_NCAPG2	35	47	81	74	104	70	26	37	17	32	102	175	51	326	100	135	120	106
chr8_9599181_9599278_MIR597	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr8_25208123_25209246_LOC105379331	0	0	0	2	1	1	0	2	0	1	3	5	0	14	0	0	4	4
chr8_25209342_25216478_LOC105379331	0	32	2	13	3	5	2	2	0	7	2	30	11	15	2	3	1	1
chr8_25216577_25219028_LOC105379331	2	12	3	2	6	5	0	0	0	4	1	6	3	17	0	2	0	1
chr8_38127221_38133161_NSD3	231	795	221	969	489	1033	685	811	363	748	888	1335	1546	3428	364	1243	369	622
chr8_38133400_38133813_NSD3	4	1	12	0	12	1	23	0	16	2	29	6	21	16	14	0	16	3
chr8_38134018_38135823_NSD3	11	6	9	10	5	11	16	10	15	0	13	10	11	47	3	7	16	4
chr8_38135930_38137057_NSD3	6	7	5	7	4	7	15	3	2	2	17	4	13	27	5	7	0	4
chr8_38137199_38138984_NSD3	12	25	9	19	10	22	34	25	18	10	43	23	45	92	13	12	16	26
chr8_38139101_38146004_NSD3	0	20	7	7	5	1	3	2	3	6	6	7	15	42	3	11	0	0
chr8_38146274_38146910_NSD3	0	0	0	1	0	0	2	1	0	2	1	0	0	10	0	0	2	5
chr8_38147023_38147992_NSD3	0	2	1	2	0	0	1	0	0	0	0	1	1	3	0	0	0	0
chr8_38148195_38153313_NSD3	1	13	0	6	2	2	0	1	1	8	7	5	0	11	4	2	1	3
chr8_38153470_38156961_NSD3	0	6	2	6	2	10	2	1	4	4	4	2	4	11	1	3	1	4
chr8_38157108_38162104_NSD3	5	27	6	13	5	3	13	11	0	19	23	11	44	51	13	33	4	18
chr8_38162275_38162765_NSD3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8_38162963_38172164_NSD3	5	4	4	2	3	4	2	2	2	2	3	2	12	8	2	6	1	4
chr8_38172291_38172933_NSD3	0	1	0	1	0	0	1	0	0	1	0	4	0	0	0	0	0	2
chr8_38173062_38173429_NSD3	0	2	0	4	0	1	0	0	4	0	2	6	1	2	0	2	0	2
chr8_38173560_38175476_NSD3	82	206	128	370	259	399	462	355	250	329	556	618	529	1590	226	416	270	267
chr8_38175556_38176412_NSD3	0	0	0	1	2	4	0	5	2	1	3	3	4	23	2	4	3	3
chr8_38176458_38178589_NSD3	107	95	158	106	242	84	403	116	133	99	643	157	554	798	226	115	292	113
chr8_38178690_38184247_NSD3	3	9	1	2	3	2	3	13	6	10	4	17	6	62	1	9	6	3
chr8_38184374_38186895_NSD3	4	3	0	4	0	1	3	5	0	0	0	5	2	29	1	6	4	1
chr8_38187411_38188948_NSD3	0	0	0	0	1	0	0	0	0	0	1	3	0	2	2	2	0	0
chr8_38189103_38194822_NSD3	2	8	0	6	7	9	1	5	5	9	9	8	10	20	6	6	7	2
chr8_38194985_38196053_NSD3	1	2	6	7	3	3	2	3	0	1	4	9	7	28	1	5	3	0
chr8_38196125_38205014_NSD3	0	2	0	1	0	0	1	0	2	0	2	0	2	1	1	3	2	0
chr8_38205689_38239790_NSD3	60	214	110	406	310	431	434	300	153	311	417	546	372	1390	141	325	139	242
chr8_57870489_57876354_IMPAD1	1064	3966	1813	5015	2835	6234	4844	4726	2558	4438	4976	8382	4325	20972	3078	8248	1473	3672
chr8_57876623_57878749_IMPAD1	2	8	3	6	6	15	0	22	6	37	5	47	6	73	3	23	1	18
chr8_57878911_57890608_IMPAD1	35	42	35	25	62	45	205	25	43	15	119	58	64	216	61	64	44	28
chr8_57890704_57892593_IMPAD1	0	10	3	2	1	1	4	4	1	2	3	4	4	53	0	4	1	0
chr8_57892756_57905757_IMPAD1	0	15	2	5	5	6	8	10	2	6	10	18	10	22	3	11	1	4
chr8_57906144_57906426_IMPAD1	53	153	90	656	317	468	117	294	13	120	196	44	52	212	6	15	16	173
chr8_71383368_71397922_LOC101926892	0	0	0	0	0	2	2	4	0	0	2	8	8	24	6	18	12	10
chr8_91013579_91013720_DECR1	44	91	59	77	134	88	81	63	47	48	159	116	191	311	86	143	77	96
chr8_91013789_91018463_DECR1	39	79	32	46	91	42	120	55	34	38	99	54	146	201	43	73	54	40
